name,lat,lng,attr,distance(km),cool_time_Lv1(h),cool_time_Lv1(hms),cool_time_Lv2(h),cool_time_Lv2(hms),cool_time_Lv3(h),cool_time_Lv3(hms),cool_time_Lv4(h),cool_time_Lv4(hms),cool_time_Lv5(h),cool_time_Lv5(hms),cool_time_Lv6(h),cool_time_Lv6(hms),cool_time_Lv7(h),cool_time_Lv7(hms)
本輪西,42.358734,140.977561,eco,84.619,18.54989,18時間33分0秒,15.81184,15時間48分43秒,13.25675,13時間15分24秒,10.88460,10時間53分5秒,7.21828,7時間13分6秒,4.23803,4時間14分17秒,1.94385,1時間56分38秒
室蘭,42.317864,140.97571,cool,88.929,18.56397,18時間33分50秒,15.83421,15時間50分3秒,13.28654,13時間17分12秒,10.92094,10時間55分15秒,7.26018,7時間15分37秒,4.28222,4時間16分56秒,1.98706,1時間59分13秒
母恋,42.317295,140.990018,cool,88.592,18.56287,18時間33分46秒,15.83246,15時間49分57秒,13.28421,13時間17分3秒,10.91810,10時間55分5秒,7.25691,7時間15分25秒,4.27877,4時間16分44秒,1.98368,1時間59分1秒
御崎,42.329014,140.993881,cool,87.258,18.55851,18時間33分31秒,15.82554,15時間49分32秒,13.27499,13時間16分30秒,10.90685,10時間54分25秒,7.24394,7時間14分38秒,4.26509,4時間15分54秒,1.97031,1時間58分13秒
輪西,42.333775,141.005743,cool,86.437,18.55583,18時間33分21秒,15.82128,15時間49分17秒,13.26931,13時間16分10秒,10.89993,10時間54分0秒,7.23595,7時間14分9秒,4.25667,4時間15分24秒,1.96208,1時間57分43秒
東室蘭,42.349374,141.026411,cool,84.252,18.54869,18時間32分55秒,15.80994,15時間48分36秒,13.25421,13時間15分15秒,10.88151,10時間52分53秒,7.21471,7時間12分53秒,4.23427,4時間14分3秒,1.94017,1時間56分25秒
鷲別,42.35953,141.042759,cool,82.764,18.54383,18時間32分38秒,15.80222,15時間48分8秒,13.24393,13時間14分38秒,10.86897,10時間52分8秒,7.20025,7時間12分1秒,4.21901,4時間13分8秒,1.92526,1時間55分31秒
幌別,42.409782,141.107293,cool,75.909,18.52146,18時間31分17秒,15.76666,15時間46分0秒,13.19658,13時間11分48秒,10.81121,10時間48分40秒,7.13364,7時間8分1秒,4.14877,4時間8分56秒,1.85657,1時間51分24秒
富浦(北海道),42.441957,141.156878,cool,71.456,18.50693,18時間30分25秒,15.74357,15時間44分37秒,13.16583,13時間9分57秒,10.77370,10時間46分25秒,7.09040,7時間5分25秒,4.10315,4時間6分11秒,1.81197,1時間48分43秒
登別,42.45207,141.180931,cool,69.944,18.50200,18時間30分7秒,15.73574,15時間44分9秒,13.15539,13時間9分19秒,10.76097,10時間45分40秒,7.07572,7時間4分33秒,4.08767,4時間5分16秒,1.79683,1時間47分49秒
虎杖浜,42.464695,141.215092,heat,68.060,18.49586,18時間29分45秒,15.72597,15時間43分33秒,13.14239,13時間8分33秒,10.74512,10時間44分42秒,7.05743,7時間3分27秒,4.06838,4時間4分6秒,1.77798,1時間46分41秒
竹浦,42.49284,141.260395,heat,64.446,18.48407,18時間29分3秒,15.70725,15時間42分26秒,13.11746,13時間7分3秒,10.71470,10時間42分53秒,7.02236,7時間1分20秒,4.03139,4時間1分53秒,1.74181,1時間44分31秒
北吉原,42.509119,141.286199,heat,62.435,18.47752,18時間28分39秒,15.69683,15時間41分49秒,13.10359,13時間6分13秒,10.69778,10時間41分52秒,7.00285,7時間0分10秒,4.01082,4時間0分39秒,1.72169,1時間43分18秒
萩野,42.521159,141.30603,heat,60.983,18.47279,18時間28分22秒,15.68931,15時間41分22秒,13.09358,13時間5分37秒,10.68557,10時間41分8秒,6.98877,6時間59分20秒,3.99596,3時間59分45秒,1.70716,1時間42分26秒
白老,42.55474,141.360054,heat,57.145,18.46029,18時間27分37秒,15.66945,15時間40分10秒,13.06712,13時間4分2秒,10.65330,10時間39分12秒,6.95155,6時間57分6秒,3.95671,3時間57分24秒,1.66879,1時間40分8秒
社台,42.578682,141.417433,heat,54.748,18.45248,18時間27分9秒,15.65704,15時間39分25秒,13.05060,13時間3分2秒,10.63315,10時間37分59秒,6.92832,6時間55分42秒,3.93221,3時間55分56秒,1.64483,1時間38分41秒
錦岡,42.6025,141.48722,heat,53.010,18.44682,18時間26分49秒,15.64805,15時間38分53秒,13.03863,13時間2分19秒,10.61854,10時間37分7秒,6.91147,6時間54分41秒,3.91444,3時間54分52秒,1.62746,1時間37分39秒
糸井,42.6225,141.546187,heat,52.101,18.44386,18時間26分38秒,15.64335,15時間38分36秒,13.03236,13時間1分57秒,10.61091,10時間36分39秒,6.90267,6時間54分10秒,3.90516,3時間54分19秒,1.61837,1時間37分6秒
青葉,42.62999,141.568278,heat,51.896,18.44320,18時間26分36秒,15.64229,15時間38分32秒,13.03095,13時間1分51秒,10.60918,10時間36分33秒,6.90068,6時間54分2秒,3.90306,3時間54分11秒,1.61633,1時間36分59秒
苫小牧,42.639665,141.596837,eco,51.743,18.44270,18時間26分34秒,15.64150,15時間38分29秒,13.02990,13時間1分48秒,10.60790,10時間36分28秒,6.89920,6時間53分57秒,3.90150,3時間54分5秒,1.61480,1時間36分53秒
沼ノ端,42.672057,141.693132,eco,52.180,18.44412,18時間26分39秒,15.64376,15時間38分38秒,13.03291,13時間1分58秒,10.61157,10時間36分42秒,6.90343,6時間54分12秒,3.90596,3時間54分21秒,1.61916,1時間37分9秒
遠浅,42.729533,141.769568,heat,50.846,18.43978,18時間26分23秒,15.63686,15時間38分13秒,13.02372,13時間1分25秒,10.60036,10時間36分1秒,6.89051,6時間53分26秒,3.89233,3時間53分32秒,1.60584,1時間36分21秒
早来,42.765237,141.814106,heat,50.612,18.43902,18時間26分20秒,15.63565,15時間38分8秒,13.02211,13時間1分20秒,10.59840,10時間35分54秒,6.88824,6時間53分18秒,3.88994,3時間53分24秒,1.60350,1時間36分13秒
安平,42.814007,141.825283,cool,47.890,18.43016,18時間25分49秒,15.62158,15時間37分18秒,13.00337,13時間0分12秒,10.57554,10時間34分32秒,6.86188,6時間51分43秒,3.86214,3時間51分44秒,1.57631,1時間34分35秒
追分(北海道),42.873316,141.810678,cool,43.264,18.41512,18時間24分54秒,15.59767,15時間35分52秒,12.97153,12時間58分18秒,10.53671,10時間32分12秒,6.81710,6時間49分2秒,3.81491,3時間48分54秒,1.53014,1時間31分48秒
三川(北海道),42.945029,141.800778,cool,39.087,18.40155,18時間24分6秒,15.57610,15時間34分34秒,12.94281,12時間56分34秒,10.50167,10時間30分6秒,6.77670,6時間46分36秒,3.77230,3時間46分20秒,1.48847,1時間29分18秒
古山,42.975256,141.793969,eco,37.495,18.39638,18時間23分47秒,15.56788,15時間34分4秒,12.93186,12時間55分55秒,10.48832,10時間29分18秒,6.76130,6時間45分41秒,3.75606,3時間45分22秒,1.47259,1時間28分21秒
由仁,43.012206,141.785868,eco,35.912,18.39123,18時間23分28秒,15.55971,15時間33分35秒,12.92098,12時間55分16秒,10.47505,10時間28分30秒,6.74600,6時間44分46秒,3.73992,3時間44分24秒,1.45681,1時間27分25秒
栗山,43.058164,141.775603,eco,34.533,18.38676,18時間23分12秒,15.55260,15時間33分9秒,12.91151,12時間54分41秒,10.46349,10時間27分49秒,6.73267,6時間43分58秒,3.72587,3時間43分33秒,1.44307,1時間26分35秒
栗丘,43.085444,141.744333,eco,32.020,18.37860,18時間22分43秒,15.53964,15時間32分23秒,12.89425,12時間53分39秒,10.44243,10時間26分33秒,6.70839,6時間42分30秒,3.70026,3時間42分1秒,1.41803,1時間25分5秒
栗沢,43.120367,141.739743,eco,32.104,18.37887,18時間22分44秒,15.54007,15時間32分24秒,12.89482,12時間53分41秒,10.44314,10時間26分35秒,6.70920,6時間42分33秒,3.70111,3時間42分4秒,1.41887,1時間25分8秒
志文,43.158903,141.744443,eco,33.495,18.38339,18時間23分0秒,15.54724,15時間32分50秒,12.90438,12時間54分16秒,10.45479,10時間27分17秒,6.72264,6時間43分22秒,3.71529,3時間42分55秒,1.43272,1時間25分58秒
東滝川,43.574037,141.98031,unknown,75.842,18.52124,18時間31分16秒,15.76631,15時間45分59秒,13.19611,13時間11分46秒,10.81064,10時間48分38秒,7.13299,7時間7分59秒,4.14808,4時間8分53秒,1.85590,1時間51分21秒
赤平,43.555144,142.048669,eco,78.199,18.52893,18時間31分44秒,15.77854,15時間46分43秒,13.21239,13時間12分45秒,10.83050,10時間49分50秒,7.15589,7時間9分21秒,4.17223,4時間10分20秒,1.87951,1時間52分46秒
茂尻,43.537314,142.082156,eco,78.860,18.53109,18時間31分52秒,15.78196,15時間46分55秒,13.21696,13時間13分1秒,10.83607,10時間50分10秒,7.16231,7時間9分44秒,4.17900,4時間10分44秒,1.88614,1時間53分10秒
平岸(JR),43.541401,142.123872,eco,81.714,18.54041,18時間32分25秒,15.79677,15時間47分48秒,13.23667,13時間14分12秒,10.86012,10時間51分36秒,7.19005,7時間11分24秒,4.20825,4時間12分30秒,1.91473,1時間54分53秒
芦別,43.516636,142.184543,eco,83.877,18.54747,18時間32分51秒,15.80799,15時間48分29秒,13.25162,13時間15分6秒,10.87835,10時間52分42秒,7.21107,7時間12分40秒,4.23042,4時間13分50秒,1.93641,1時間56分11秒
上芦別,43.48871,142.210855,eco,83.844,18.54736,18時間32分50秒,15.80782,15時間48分28秒,13.25139,13時間15分5秒,10.87807,10時間52分41秒,7.21075,7時間12分39秒,4.23009,4時間13分48秒,1.93608,1時間56分10秒
野花南,43.474418,142.261772,eco,86.465,18.55592,18時間33分21秒,15.82142,15時間49分17秒,13.26950,13時間16分10秒,10.90017,10時間54分1秒,7.23623,7時間14分10秒,4.25696,4時間15分25秒,1.96236,1時間57分44秒
島ノ下,43.3744,142.350406,unknown,87.846,18.56043,18時間33分38秒,15.82859,15時間49分43秒,13.27905,13時間16分45秒,10.91181,10時間54分43秒,7.24965,7時間14分59秒,4.27112,4時間16分16秒,1.97620,1時間58分34秒
富良野,43.347114,142.391374,cool,89.843,18.56695,18時間34分1秒,15.83896,15時間50分20秒,13.29286,13時間17分34秒,10.92865,10時間55分43秒,7.26907,7時間16分9秒,4.29160,4時間17分30秒,1.99623,1時間59分46秒
布部,43.291991,142.400595,unknown,88.673,18.56313,18時間33分47秒,15.83288,15時間49分58秒,13.28477,13時間17分5秒,10.91878,10時間55分8秒,7.25769,7時間15分28秒,4.27960,4時間16分47秒,1.98450,1時間59分4秒
山部,43.244645,142.381522,unknown,85.870,18.55398,18時間33分14秒,15.81833,15時間49分6秒,13.26539,13時間15分55秒,10.89515,10時間53分43秒,7.23044,7時間13分50秒,4.25086,4時間15分3秒,1.95639,1時間57分23秒
下金山,43.197328,142.415402,unknown,87.568,18.55952,18時間33分34秒,15.82715,15時間49分38秒,13.27713,13時間16分38秒,10.90946,10時間54分34秒,7.24695,7時間14分49秒,4.26827,4時間16分6秒,1.97342,1時間58分24秒
金山(北海道),43.136115,142.416201,unknown,86.824,18.55709,18時間33分26秒,15.82329,15時間49分24秒,13.27199,13時間16分19秒,10.90319,10時間54分11秒,7.23972,7時間14分23秒,4.26064,4時間15分38秒,1.96596,1時間57分57秒
東鹿越,43.164011,142.523472,unknown,95.775,18.58634,18時間35分11秒,15.86976,15時間52分11秒,13.33387,13時間20分2秒,10.97868,10時間58分43秒,7.32677,7時間19分36秒,4.35245,4時間21分9秒,2.05573,2時間3分21秒
幾寅,43.161582,142.569474,unknown,99.461,18.59838,18時間35分54秒,15.88890,15時間53分20秒,13.35937,13時間21分34秒,11.00978,11時間0分35秒,7.36263,7時間21分45秒,4.39027,4時間23分25秒,2.09271,2時間5分34秒
落合(北海道),43.125055,142.669104,unknown,107.224,18.62376,18時間37分26秒,15.92923,15時間55分45秒,13.41307,13時間24分47秒,11.07529,11時間4分31秒,7.43817,7時間26分17秒,4.46994,4時間28分12秒,2.17061,2時間10分14秒
新得,43.082501,142.832432,cool,120.353,18.66670,18時間40分0秒,15.99746,15時間59分51秒,13.50394,13時間30分14秒,11.18612,11時間11分10秒,7.56598,7時間33分58秒,4.60474,4時間36分17秒,2.30242,2時間18分9秒
十勝清水,43.012892,142.879535,cool,124.394,18.67991,18時間40分48秒,16.01847,16時間1分6秒,13.53191,13時間31分55秒,11.22024,11時間13分13秒,7.60533,7時間36分19秒,4.64624,4時間38分46秒,2.34299,2時間20分35秒
羽帯,42.957499,142.906646,unknown,127.102,18.68877,18時間41分20秒,16.03255,16時間1分57秒,13.55066,13時間33分2秒,11.24311,11時間14分35秒,7.63169,7時間37分54秒,4.67405,4時間40分27秒,2.37018,2時間22分13秒
御影(北海道),42.942418,142.935739,cool,129.642,18.69708,18時間41分49秒,16.04575,16時間2分45秒,13.56824,13時間34分6秒,11.26456,11時間15分52秒,7.65643,7時間39分23秒,4.70014,4時間42分0秒,2.39569,2時間23分44秒
芽室,42.909846,143.047991,cool,139.169,18.72824,18時間43分42秒,16.09527,16時間5分43秒,13.63419,13時間38分3秒,11.34500,11時間20分42秒,7.74919,7時間44分57秒,4.79798,4時間47分53秒,2.49135,2時間29分29秒
大成,42.918662,143.071241,cool,140.916,18.73396,18時間44分2秒,16.10435,16時間6分16秒,13.64628,13時間38分47秒,11.35975,11時間21分35秒,7.76620,7時間45分58秒,4.81592,4時間48分57秒,2.50890,2時間30分32秒
西帯広,42.923941,143.126351,cool,145.295,18.74828,18時間44分54秒,16.12711,16時間7分38秒,13.67659,13時間40分36秒,11.39673,11時間23分48秒,7.80884,7時間48分32秒,4.86088,4時間51分39秒,2.55286,2時間33分10秒
柏林台,42.928877,143.1645,cool,148.314,18.75815,18時間45分29秒,16.14280,16時間8分34秒,13.69749,13時間41分51秒,11.42221,11時間25分20秒,7.83823,7時間50分18秒,4.89188,4時間53分31秒,2.58317,2時間34分59秒
帯広,42.917997,143.20195,cool,151.485,18.76852,18時間46分7秒,16.15928,16時間9分33秒,13.71943,13時間43分10秒,11.44898,11時間26分56秒,7.86910,7時間52分9秒,4.92444,4時間55分28秒,2.61500,2時間36分54秒
札内,42.912697,143.256248,eco,155.946,18.78311,18時間46分59秒,16.18246,16時間10分57秒,13.75030,13時間45分1秒,11.48663,11時間29分12秒,7.91251,7時間54分45秒,4.97023,4時間58分13秒,2.65978,2時間39分35秒
稲士別,42.903963,143.297528,unknown,159.402,18.79441,18時間47分40秒,16.20042,16時間12分2秒,13.77421,13時間46分27秒,11.51580,11時間30分57秒,7.94615,7時間56分46秒,5.00570,5時間0分21秒,2.69446,2時間41分40秒
幕別,42.90784,143.359293,eco,164.341,18.81055,18時間48分38秒,16.22607,16時間13分34秒,13.80838,13時間48分30秒,11.55747,11時間33分27秒,7.99420,7時間59分39秒,5.05639,5時間3分23秒,2.74402,2時間44分38秒
利別,42.934706,143.424445,eco,169.284,18.82670,18時間49分36秒,16.25174,16時間15分6秒,13.84256,13時間50分33秒,11.59917,11時間35分57秒,8.04228,8時間2分32秒,5.10710,5時間6分26秒,2.79361,2時間47分37秒
池田(北海道),42.922186,143.453033,eco,171.744,18.83474,18時間50分5秒,16.26451,16時間15分52秒,13.85957,13時間51分34秒,11.61991,11時間37分12秒,8.06621,8時間3分58秒,5.13233,5時間7分56秒,2.81828,2時間49分6秒
十弗,42.855781,143.500797,eco,176.542,18.85041,18時間51分1秒,16.28942,16時間17分22秒,13.89273,13時間53分34秒,11.66037,11時間39分37秒,8.11286,8時間6分46秒,5.18153,5時間10分54秒,2.86638,2時間51分59秒
豊頃,42.817548,143.538615,eco,180.256,18.86254,18時間51分45秒,16.30869,16時間18分31秒,13.91840,13時間55分6秒,11.69167,11時間41分30秒,8.14896,8時間8分56秒,5.21960,5時間13分11秒,2.90361,2時間54分13秒
新吉野,42.778238,143.60826,eco,186.622,18.88332,18時間53分0秒,16.34171,16時間20分30秒,13.96237,13時間57分45秒,11.74531,11時間44分43秒,8.21081,8時間12分39秒,5.28484,5時間17分5秒,2.96740,2時間58分3秒
浦幌,42.810849,143.651568,eco,189.465,18.89259,18時間53分33秒,16.35645,16時間21分23秒,13.98200,13時間58分55秒,11.76925,11時間46分9秒,8.23842,8時間14分18秒,5.31396,5時間18分50秒,2.99587,2時間59分45秒
上厚内,42.831881,143.749788,unknown,197.012,18.91720,18時間55分2秒,16.39556,16時間23分44秒,14.03408,14時間2分3秒,11.83278,11時間49分58秒,8.31168,8時間18分42秒,5.39122,5時間23分28秒,3.07142,3時間4分17秒
厚内,42.809539,143.814389,eco,202.598,18.93541,18時間56分7秒,16.42449,16時間25分28秒,14.07261,14時間4分21秒,11.87978,11時間52分47秒,8.36587,8時間21分57秒,5.44838,5時間26分54秒,3.12730,3時間7分38秒
直別,42.852205,143.863607,unknown,205.886,18.94612,18時間56分46秒,16.44151,16時間26分29秒,14.09527,14時間5分43秒,11.90742,11時間54分27秒,8.39775,8時間23分52秒,5.48200,5時間28分55秒,3.16018,3時間9分37秒
尺別,42.869163,143.904331,unknown,208.940,18.95606,18時間57分22秒,16.45731,16時間27分26秒,14.11632,14時間6分59秒,11.93309,11時間55分59秒,8.42735,8時間25分38秒,5.51322,5時間30分48秒,3.19070,3時間11分27秒
音別,42.888997,143.932442,eco,210.960,18.96264,18時間57分45秒,16.46776,16時間28分4秒,14.13023,14時間7分49秒,11.95006,11時間57分0秒,8.44692,8時間26分49秒,5.53386,5時間32分2秒,3.21089,3時間12分39秒
古瀬,42.947893,144.008589,unknown,216.520,18.98073,18時間58分51秒,16.49650,16時間29分47秒,14.16851,14時間10分7秒,11.99676,11時間59分48秒,8.50077,8時間30分3秒,5.59065,5時間35分26秒,3.26642,3時間15分59秒
白糠,42.956161,144.076879,heat,221.993,18.99852,18時間59分55秒,16.52478,16時間31分29秒,14.20617,14時間12分22秒,12.04269,12時間2分34秒,8.55373,8時間33分13秒,5.64651,5時間38分47秒,3.32104,3時間19分16秒
西庶路,42.976138,144.129826,heat,226.142,19.01200,19時間0分43秒,16.54620,16時間32分46秒,14.23470,14時間14分5秒,12.07749,12時間4分39秒,8.59386,8時間35分38秒,5.68883,5時間41分20秒,3.36241,3時間21分45秒
庶路,42.983601,144.150018,heat,227.732,19.01716,19時間1分2秒,16.55441,16時間33分16秒,14.24562,14時間14分44秒,12.09081,12時間5分27秒,8.60923,8時間36分33秒,5.70504,5時間42分18秒,3.37827,3時間22分42秒
大楽毛,43.009078,144.273879,heat,237.645,19.04933,19時間2分58秒,16.60552,16時間36分20秒,14.31369,14時間18分49秒,12.17384,12時間10分26秒,8.70497,8時間42分18秒,5.80602,5時間48分22秒,3.47700,3時間28分37秒
新大楽毛,43.009423,144.295558,heat,239.405,19.05503,19時間3分18秒,16.61458,16時間36分52秒,14.32576,14時間19分33秒,12.18857,12時間11分19秒,8.72195,8時間43分19秒,5.82393,5時間49分26秒,3.49451,3時間29分40秒
新富士(北海道),43.001605,144.350758,heat,243.929,19.06969,19時間4分11秒,16.63787,16時間38分16秒,14.35678,14時間21分24秒,12.22640,12時間13分35秒,8.76558,8時間45分56秒,5.86995,5時間52分12秒,3.53950,3時間32分22秒
釧路,42.990584,144.381983,eco,246.527,19.07810,19時間4分41秒,16.65124,16時間39分4秒,14.37458,14時間22分28秒,12.24812,12時間14分53秒,8.79062,8時間47分26秒,5.89636,5時間53分47秒,3.56533,3時間33分55秒
東釧路,42.995207,144.411307,eco,248.882,19.08572,19時間5分9秒,16.66335,16時間39分48秒,14.39071,14時間23分27秒,12.26779,12時間16分4秒,8.81331,8時間48分48秒,5.92028,5時間55分13秒,3.58872,3時間35分19秒
武佐(北海道),42.991364,144.426681,heat,250.153,19.08983,19時間5分23秒,16.66989,16時間40分12秒,14.39941,14時間23分58秒,12.27840,12時間16分42秒,8.82555,8時間49分32秒,5.93319,5時間56分0秒,3.60135,3時間36分5秒
別保,42.994384,144.469596,heat,253.622,19.10105,19時間6分4秒,16.68772,16時間41分16秒,14.42315,14時間25分23秒,12.30736,12時間18分27秒,8.85894,8時間51分32秒,5.96841,5時間58分6秒,3.63578,3時間38分9秒
